loc,complexity,churn,commit_frequency,developer_activity,files_modified,historical_defects,defect
155,31,2,17,3,5,4,1
216,5,7,11,77,8,5,1
334,5,108,25,10,8,1,1
168,2,18,4,38,1,1,0
110,32,10,17,56,10,4,1
33,31,131,13,18,6,4,1
23,17,94,15,8,9,4,1
238,37,131,29,62,5,0,1
497,23,26,16,3,3,3,1
172,32,84,8,82,7,2,1
444,31,70,1,27,1,1,1
278,28,146,28,93,8,0,1
185,27,33,25,51,1,0,1
313,39,82,24,10,1,5,1
414,3,80,21,50,1,5,1
374,33,100,30,84,9,4,1
307,6,92,10,88,8,2,1
422,34,4,6,83,7,1,1
441,39,20,22,53,8,0,1
142,28,83,17,61,2,0,1
53,19,84,4,70,2,0,1
498,13,68,26,55,9,1,1
274,15,136,14,59,6,1,1
470,37,123,8,87,8,0,1
104,20,98,18,45,5,2,1
169,6,128,16,8,9,0,1
190,10,71,16,11,10,3,1
414,30,114,11,89,8,5,1
41,16,127,10,37,4,0,1
199,7,18,9,7,9,2,1
13,24,136,9,58,1,5,1
307,16,10,30,75,6,1,1
158,27,88,12,80,8,4,1
363,22,86,21,70,2,0,1
79,29,54,10,43,8,2,1
230,34,22,12,34,5,1,1
301,25,56,16,75,8,3,1
492,11,35,14,28,6,4,1
490,21,134,20,45,2,5,1
28,28,148,2,83,1,0,1
127,39,120,18,12,1,1,1
397,35,55,12,18,6,2,1
312,7,118,17,18,3,0,1
233,27,93,2,52,6,1,1
21,18,71,6,81,1,4,1
458,14,59,9,6,6,2,0
293,37,5,17,77,3,4,1
342,9,117,23,40,10,1,1
228,15,27,23,50,4,3,1
104,6,22,4,73,2,4,1
112,27,60,25,67,7,1,1
332,40,95,26,47,2,1,1
344,26,141,2,88,7,4,1
471,26,20,4,18,3,5,1
140,27,39,5,55,9,1,1
499,32,9,2,80,7,4,1
401,39,100,2,78,7,1,1
248,34,118,29,52,4,0,1
368,36,47,9,34,3,3,1
58,30,93,13,25,6,0,1
67,37,70,20,26,7,1,1
422,33,138,11,78,7,0,1
62,5,147,6,28,10,1,1
31,5,24,20,84,5,5,1
467,11,113,13,20,7,0,1
215,27,128,15,62,6,1,1
160,31,78,8,31,9,0,1
93,14,143,11,94,2,2,1
55,16,102,6,18,6,1,1
243,26,78,23,73,1,2,1
385,31,67,13,63,8,5,1
413,34,89,9,80,3,3,1
23,40,17,8,2,8,2,1
493,14,93,26,71,10,0,1
365,38,83,4,97,10,5,1
471,6,118,3,54,8,2,1
36,6,63,9,62,1,0,0
260,29,2,7,59,2,2,1
287,40,2,1,69,8,4,1
106,31,141,20,79,10,5,1
422,32,62,3,17,7,3,1
212,31,58,28,65,5,4,1
192,29,22,25,57,5,5,1
447,40,137,7,46,10,0,1
492,17,4,27,75,7,1,1
470,14,3,7,51,8,3,1
397,25,97,2,23,2,1,1
78,11,89,14,29,5,3,1
125,10,39,2,3,9,2,1
14,10,96,10,60,9,1,1
401,21,83,2,96,9,5,1
226,34,61,19,97,10,2,0
246,28,136,25,94,6,1,1
354,11,138,30,15,6,3,1
175,21,75,22,26,7,1,1
255,35,33,16,13,2,3,1
164,11,18,7,25,1,0,0
189,26,73,27,9,1,4,0
245,40,30,15,91,4,0,1
36,31,100,15,57,1,0,1
321,2,10,30,14,9,5,1
142,12,71,24,72,4,3,1
292,13,138,27,17,8,5,1
403,26,12,14,87,10,4,1
445,40,61,28,51,3,0,1
334,34,23,10,2,5,0,1
39,39,74,22,42,6,2,1
125,35,55,6,63,7,2,1
409,6,16,10,51,10,1,1
293,35,115,19,70,6,5,1
47,31,76,2,67,8,0,1
17,20,106,3,24,9,5,1
500,1,94,11,99,2,1,1
103,29,115,11,19,3,4,1
183,20,105,29,84,7,4,1
410,25,124,9,36,1,2,1
28,38,150,14,35,3,3,1
221,1,98,18,6,8,1,1
414,5,91,6,29,3,4,1
212,6,105,11,49,7,2,1
205,23,11,4,24,9,4,1
475,30,12,14,32,4,1,1
151,40,16,14,62,4,2,1
117,22,52,5,72,8,0,1
244,23,29,12,90,1,3,1
270,29,77,2,29,5,3,1
243,24,23,16,85,5,1,1
277,20,22,16,52,10,2,1
463,22,90,22,50,2,1,1
270,25,58,16,85,7,5,1
440,37,65,9,26,3,1,1
233,21,104,6,67,5,0,1
144,32,101,3,65,6,2,1
252,12,56,7,46,1,0,0
476,27,138,30,12,1,5,1
412,38,130,16,97,3,5,1
457,25,91,2,21,10,4,1
78,26,87,26,97,7,1,1
147,20,75,18,61,7,0,1
323,22,108,11,75,2,3,0
290,19,76,15,54,10,4,1
273,37,42,16,7,1,3,1
459,23,121,5,77,1,1,1
36,29,37,2,66,7,0,1
256,11,24,4,74,7,4,1
426,18,45,14,95,3,5,1
33,7,55,16,36,8,3,1
240,33,1,18,52,7,0,1
361,29,96,30,88,3,5,1
52,35,108,26,17,6,0,1
460,10,61,2,11,7,0,1
83,40,46,13,14,6,2,1
407,29,48,21,51,5,0,1
478,34,92,1,68,1,3,1
487,19,134,22,79,9,3,0
156,3,54,18,62,1,4,1
202,7,45,10,18,2,3,1
147,35,69,16,32,8,2,1
300,36,23,24,44,5,3,1
420,40,100,9,91,8,1,1
128,28,117,15,93,9,4,1
273,3,62,11,91,8,1,1
184,29,11,24,37,3,0,1
264,30,124,1,36,4,3,1
462,4,129,7,11,8,0,1
325,34,83,8,74,10,1,1
109,22,95,16,75,9,1,1
336,40,42,18,21,6,5,1
498,10,95,1,97,4,5,1
305,27,90,19,76,3,4,1
305,30,150,18,4,6,5,1
395,13,3,3,81,1,5,1
486,28,119,6,98,8,2,1
499,7,37,3,45,6,0,1
42,11,127,7,24,5,3,1
474,20,75,12,9,9,3,1
16,13,148,27,84,5,1,1
268,32,60,13,49,3,5,1
242,29,115,27,31,9,3,1
68,35,25,28,16,5,2,1
153,18,49,1,66,10,2,1
36,5,16,6,63,3,3,1
50,32,69,30,51,3,3,1
362,26,114,23,76,10,1,1
258,39,124,14,99,3,1,1
461,31,149,18,30,2,1,1
408,5,49,12,4,8,5,1
349,14,113,21,77,1,3,0
462,24,94,18,81,6,2,1
378,27,79,14,22,5,0,1
387,10,16,3,37,7,0,1
94,20,30,2,86,9,4,1
149,38,95,25,61,10,5,1
28,10,37,22,14,2,1,0
340,11,73,8,24,5,5,1
113,1,104,18,61,8,0,1
447,18,46,1,26,8,0,1
96,38,55,8,69,5,0,1
245,6,131,14,14,5,1,1
159,9,144,2,62,2,2,1
218,27,129,12,15,5,0,0
383,17,21,26,3,2,4,1
352,40,129,7,31,3,0,0
390,34,13,16,3,3,0,1
113,24,88,13,30,4,5,1
89,22,143,6,26,9,1,1
489,38,27,29,38,2,1,1
348,34,56,3,56,9,1,1
215,6,64,30,37,1,5,1
311,15,54,4,62,9,2,1
311,24,39,26,54,3,3,1
457,16,45,2,10,1,4,1
463,5,48,2,14,6,5,1
475,9,31,5,74,5,0,1
498,40,23,10,24,1,0,1
192,3,5,12,89,8,5,1
277,11,16,30,25,4,4,1
128,11,84,20,75,2,5,1
296,23,19,25,72,9,1,1
415,29,44,29,9,6,5,1
309,29,37,25,40,8,3,0
377,36,38,8,93,7,0,1
169,17,133,12,44,4,0,0
66,9,81,21,40,3,1,1
166,2,41,2,42,3,1,0
495,35,22,9,76,6,2,1
455,30,18,17,82,9,5,1
239,2,68,28,54,3,5,1
111,19,33,27,36,5,4,1
148,19,143,27,32,3,1,1
22,19,134,4,81,9,2,1
116,31,74,6,3,10,4,1
453,6,71,11,53,9,0,1
414,37,147,26,33,1,1,1
377,33,79,12,62,6,3,1
306,17,85,12,34,6,5,1
417,4,67,1,1,7,1,1
84,14,66,28,96,3,5,1
319,10,127,18,5,8,2,0
38,28,149,7,97,1,1,1
458,14,94,3,52,10,4,1
244,10,143,6,74,9,1,1
416,36,129,27,66,5,1,0
42,34,81,17,39,6,1,1
260,22,32,28,74,5,2,1
432,17,31,5,83,2,3,1
140,28,85,20,78,5,3,1
349,8,26,3,40,10,0,1
191,29,121,7,69,10,2,1
190,12,34,27,69,4,3,1
30,33,70,5,61,7,4,1
144,1,116,11,33,8,4,1
246,8,87,15,43,3,5,1
194,31,74,22,64,1,1,1
258,4,11,19,42,2,1,0
365,2,17,7,41,9,5,0
320,4,127,12,46,4,4,1
441,27,121,12,6,10,3,1
57,22,62,16,2,10,3,1
278,3,71,7,12,10,5,1
163,16,122,28,21,2,2,1
373,37,142,6,54,10,4,1
310,36,39,19,37,5,2,1
431,32,53,22,67,1,2,1
92,33,16,14,56,5,5,1
368,28,80,25,63,2,4,1
295,14,20,26,92,5,1,1
114,35,47,6,13,6,1,1
493,3,95,9,35,1,4,1
293,1,5,13,60,4,4,1
215,16,114,27,47,1,5,1
17,33,49,9,99,4,0,1
452,27,83,26,24,4,4,1
364,40,75,23,75,5,3,1
349,27,143,29,83,10,2,1
33,33,65,30,22,4,0,1
403,33,101,16,79,6,3,1
367,29,31,24,54,10,3,1
407,38,72,16,50,10,3,1
407,5,96,20,15,5,1,1
316,24,136,28,84,4,1,1
258,21,9,3,6,3,3,1
372,18,81,1,20,10,1,1
436,10,86,26,32,7,1,1
491,28,61,1,19,7,5,1
81,28,144,22,58,9,4,1
344,39,111,15,30,9,2,1
410,28,136,10,93,1,5,0
249,26,45,18,87,10,4,1
333,22,68,6,99,2,4,1
98,22,53,20,76,9,1,1
454,30,6,6,18,9,2,1
89,1,28,16,85,5,2,1
147,8,69,1,88,9,1,1
246,17,33,17,72,5,5,1
151,28,23,28,82,7,1,1
442,32,109,10,29,10,4,0
105,11,124,6,16,10,3,1
325,20,77,4,95,3,3,1
99,3,133,16,97,4,5,1
68,1,137,28,80,1,4,1
428,33,140,5,21,3,4,1
209,33,134,3,83,6,5,1
290,9,36,9,38,6,0,1
392,27,83,13,89,7,4,1
358,3,37,13,47,4,5,0
35,12,68,13,20,4,2,1
125,18,38,7,39,6,5,1
12,17,72,3,16,9,0,1
265,33,22,13,90,3,1,1
110,13,118,3,81,10,4,1
124,30,6,6,10,8,1,0
307,11,48,23,51,10,0,1
336,30,101,7,95,10,5,1
164,10,69,20,6,6,2,1
124,22,15,25,96,5,5,1
78,29,111,25,94,4,4,1
289,13,113,23,47,6,3,1
494,30,125,12,13,8,1,1
328,30,138,24,66,1,1,1
114,12,25,22,55,6,4,0
224,1,44,13,63,5,5,1
91,10,1,18,19,8,3,1
192,13,87,29,54,2,3,1
58,38,130,19,2,5,1,1
297,16,115,24,32,8,1,1
52,38,98,3,15,9,0,1
46,32,127,20,77,7,3,1
391,2,119,28,17,5,4,1
291,26,146,13,33,6,0,1
329,21,126,24,74,4,2,1
299,21,26,30,95,3,1,1
440,20,22,24,100,2,4,1
239,27,101,15,66,9,2,1
188,39,110,1,93,3,4,1
48,11,76,30,53,5,2,1
430,4,5,9,17,5,2,1
305,5,48,5,41,4,0,1
305,7,95,15,8,6,5,1
216,10,39,24,99,1,0,1
356,22,98,2,46,4,1,1
424,39,16,21,78,2,5,1
268,27,122,28,93,7,2,1
138,37,41,8,37,7,5,1
110,26,106,10,97,2,4,1
376,14,10,27,2,1,2,1
484,11,142,15,74,5,2,1
332,31,17,17,94,7,1,1
421,38,37,25,52,1,3,1
259,36,127,6,67,5,2,0
139,21,62,10,41,9,5,1
257,1,58,28,32,8,2,1
271,7,82,13,71,6,2,1
111,19,107,24,65,6,4,1
199,30,140,3,59,7,0,0
409,7,102,25,22,10,0,1
41,38,43,2,33,8,4,1
164,16,57,11,17,7,3,1
156,29,64,9,83,8,5,1
410,30,37,18,25,5,3,1
59,15,115,6,4,4,3,1
173,18,79,2,36,3,3,1
117,39,113,23,14,6,3,1
282,6,33,1,88,6,4,1
296,5,111,18,31,3,2,1
476,2,37,15,34,5,2,0
292,17,23,3,9,10,3,1
231,8,95,11,97,7,0,1
366,20,53,6,5,2,4,1
23,6,135,3,43,7,3,1
421,7,127,27,55,6,3,1
268,7,9,24,13,1,2,1
455,35,142,18,33,3,3,1
287,7,114,9,90,9,2,1
494,21,104,25,74,9,1,1
111,36,116,28,58,7,0,1
340,31,100,24,14,5,2,1
212,9,102,12,21,4,2,1
334,1,113,20,31,1,5,1
328,28,66,13,81,4,0,1
198,37,64,18,18,9,3,1
76,18,3,23,99,2,5,1
452,19,82,21,95,3,0,1
14,26,150,27,37,7,4,1
65,12,16,18,58,1,3,1
478,4,121,6,62,2,4,1
120,2,134,13,97,10,2,1
78,21,18,3,81,4,2,1
157,27,19,18,22,10,5,1
329,28,3,1,21,4,5,1
128,5,40,16,31,9,2,1
413,27,86,12,33,10,5,1
263,28,95,15,12,2,5,1
319,39,126,4,72,7,5,1
251,31,10,25,66,5,3,1
144,13,135,19,21,4,1,1
140,26,7,30,52,9,5,1
348,25,50,18,4,4,1,1
122,20,109,8,31,1,2,1
478,25,131,28,60,7,0,1
166,18,90,18,23,2,4,1
201,37,37,2,4,8,1,1
124,8,103,7,3,2,3,0
33,14,140,15,66,8,4,1
298,12,101,25,6,5,2,1
69,11,7,1,98,7,5,0
86,5,98,18,90,4,5,1
155,37,133,30,31,6,2,1
473,34,105,30,7,4,2,1
394,8,104,22,8,4,5,1
363,7,104,11,67,5,2,1
213,38,41,24,23,2,5,1
434,39,61,27,18,3,1,1
372,12,94,30,71,2,5,1
11,36,26,17,95,10,4,1
495,10,135,23,7,8,5,1
475,28,8,19,95,10,1,1
66,10,81,21,1,3,0,1
372,28,145,18,57,4,1,1
206,29,34,7,51,4,3,1
57,17,73,2,62,7,1,1
489,31,10,3,78,6,1,1
189,35,109,2,8,10,4,0
311,40,95,23,92,6,1,1
311,13,87,27,47,7,3,1
308,29,46,3,24,3,3,1
143,24,150,5,83,3,1,1
307,29,98,18,64,10,0,1
268,20,75,16,30,9,3,1
278,38,48,14,44,7,0,1
277,21,107,16,6,1,2,1
252,21,58,24,71,6,4,1
424,6,55,25,6,5,1,1
452,17,53,17,67,7,0,1
328,31,31,25,1,5,2,1
310,31,55,28,62,7,3,1
286,22,103,19,95,8,2,1
289,27,102,25,60,3,4,1
82,29,25,27,24,6,0,1
346,10,101,3,38,8,5,1
187,11,49,2,25,5,5,0
293,18,75,10,59,10,0,1
121,14,41,17,69,6,4,1
93,2,98,6,20,7,4,1
310,24,18,2,26,10,4,1
405,6,34,21,5,9,0,1
202,24,36,27,81,1,1,1
160,20,100,5,37,9,5,1
349,28,143,8,96,7,0,1
409,8,117,4,79,3,4,1
417,2,94,2,2,4,5,1
31,19,16,13,68,5,3,1
208,29,45,19,70,3,1,1
72,4,7,19,22,10,5,1
146,14,138,24,95,5,3,1
447,22,101,25,44,2,0,1
135,40,141,26,79,6,1,1
256,9,40,4,60,2,5,1
213,11,40,27,19,6,3,1
257,11,44,16,4,7,4,1
198,40,108,12,68,3,1,0
90,8,40,14,60,1,1,0
443,3,9,12,16,6,4,1
368,2,91,28,22,1,1,1
98,27,76,25,33,8,5,1
195,38,53,4,75,9,5,1
315,25,17,14,57,1,4,1
267,3,76,10,100,9,5,1
355,14,18,9,68,7,2,1
290,26,31,9,15,6,3,1
288,27,90,17,9,8,5,1
274,35,110,22,73,8,5,1
58,30,138,4,54,4,5,1
56,20,74,13,2,6,2,1
355,33,40,12,91,1,3,1
404,19,58,16,56,1,5,1
51,40,39,2,56,4,3,0
90,30,35,28,73,2,1,1
391,24,54,22,60,1,4,1
458,39,66,10,4,3,1,1
309,14,36,9,21,4,0,0
79,7,38,16,60,5,1,1
278,26,13,26,78,3,5,1
338,16,47,3,27,3,0,1
470,14,1,16,32,8,5,1
351,19,130,1,85,4,5,1
341,32,80,9,100,5,4,1
266,33,72,3,97,7,4,1
311,25,76,4,89,1,0,1
471,34,5,10,87,1,3,1
448,27,117,17,96,2,5,0
35,18,43,19,88,10,5,1
400,33,8,21,75,4,2,1
12,22,125,29,63,7,3,1
138,2,49,6,69,4,5,1
449,25,149,4,81,2,2,1
146,19,127,7,52,10,5,1
143,16,112,15,93,3,5,1
218,31,133,9,87,3,5,0
150,6,24,21,12,8,2,1
201,29,125,21,70,9,3,1
99,10,39,13,67,2,4,1
476,35,56,2,51,8,2,1
64,30,71,13,77,8,1,1
406,5,25,25,40,6,3,1
159,7,65,15,20,1,5,1
159,31,66,23,30,6,2,1
31,17,90,12,84,2,2,1
169,21,60,20,13,3,3,1
99,38,93,6,12,4,1,1
456,9,15,7,57,1,0,1
377,3,49,6,28,4,4,1
18,39,2,15,66,7,2,1
483,9,100,27,33,10,1,1
434,30,69,23,73,8,1,1
97,11,103,13,15,8,4,1
158,22,72,27,14,9,4,1
406,28,141,2,30,7,4,1
103,21,26,5,40,7,0,1
437,35,92,3,47,2,2,1
233,13,57,8,89,8,5,1
406,31,32,9,63,5,0,1
329,3,69,23,74,2,3,1
494,33,16,25,55,3,5,1
361,6,120,25,49,1,4,1
351,6,19,27,6,4,4,1
367,35,61,3,53,9,1,1
78,24,118,4,3,6,0,1
192,36,65,24,80,3,2,1
477,34,30,12,87,9,2,0
295,21,86,28,27,3,5,1
380,20,6,12,68,1,5,1
166,34,88,20,49,7,1,1
58,26,9,23,10,5,5,0
425,1,24,23,66,4,3,0
128,27,115,19,57,7,1,0
85,5,98,24,43,8,4,1
51,33,75,6,93,3,3,1
197,27,30,8,2,6,0,1
431,24,101,30,35,6,2,1
328,10,91,18,69,4,0,1
485,38,129,4,2,1,4,1
239,13,74,30,24,2,3,1
340,33,125,21,72,3,3,1
399,25,43,27,97,7,4,1
232,28,63,9,12,4,0,1
196,36,79,9,27,3,0,1
432,27,67,23,4,5,4,1
425,22,25,25,44,2,2,1
62,17,72,24,2,5,2,1
204,39,22,3,68,5,1,1
102,4,10,25,75,3,1,1
325,20,62,1,17,1,3,1
425,19,96,28,81,4,4,1
467,13,84,24,39,2,3,1
335,26,56,26,80,5,0,1
219,33,42,8,68,1,0,0
21,36,96,25,10,1,2,1
386,29,109,21,23,8,1,1
356,29,80,26,42,5,1,1
180,29,44,21,79,9,0,1
151,23,105,14,75,4,4,1
297,9,69,12,75,2,4,1
466,36,14,13,73,4,2,0
314,37,29,9,85,7,4,1
144,14,119,12,35,9,4,1
95,6,97,21,84,2,5,1
356,33,104,2,67,3,3,1
270,39,128,22,76,5,2,1
214,8,139,17,16,6,0,1
276,38,102,8,76,3,4,0
284,18,29,1,92,3,1,1
354,16,38,25,28,2,1,1
372,12,64,27,80,4,3,1
212,8,123,14,84,9,4,1
319,25,9,16,83,3,1,1
193,2,49,18,11,2,5,1
317,19,116,5,75,2,2,1
96,2,137,9,75,4,3,1
364,29,92,14,87,5,2,1
396,24,9,29,72,6,1,1
238,36,30,23,13,3,1,1
427,30,6,14,61,2,3,1
479,39,107,15,17,8,2,1
249,3,105,26,83,10,2,1
457,39,45,7,42,9,0,1
282,20,20,3,62,6,2,1
429,37,126,16,60,8,1,1
26,31,134,25,28,9,4,1
345,24,78,30,56,8,4,1
425,34,37,4,80,4,1,1
457,7,75,26,66,10,3,1
242,15,86,18,43,4,1,1
86,10,103,3,93,8,4,1
381,3,46,6,71,6,1,1
98,19,66,24,3,10,3,1
209,5,137,18,76,4,0,1
451,9,95,9,96,8,2,1
466,36,65,1,48,10,3,1
309,38,106,24,63,10,5,1
36,10,34,21,4,4,0,1
89,21,120,30,19,5,5,1
49,23,79,8,34,3,5,1
46,16,88,30,4,8,5,1
492,4,4,24,23,10,0,1
292,6,26,1,95,4,5,1
181,33,88,20,16,6,1,1
62,19,103,6,17,3,3,1
454,12,97,20,92,3,5,1
330,33,37,27,22,9,4,1
64,35,113,1,82,8,3,1
332,34,33,1,66,8,1,1
419,11,25,15,15,6,3,1
21,10,35,17,26,1,3,1
364,23,74,30,22,5,0,1
15,27,63,4,3,6,0,1
326,37,74,13,97,8,3,1
76,11,103,13,3,4,2,1
484,10,9,11,52,5,4,1
86,21,70,27,9,5,0,1
424,38,114,11,67,5,1,1
65,15,32,4,16,3,0,1
116,2,84,15,48,4,4,1
422,11,73,8,10,6,3,1
406,10,115,19,94,6,3,1
497,32,50,1,10,2,0,1
311,33,62,10,2,5,1,1
274,33,80,30,10,6,4,1
347,8,139,27,37,2,4,1
31,33,128,17,13,5,5,1
158,11,19,7,27,4,4,1
300,17,122,20,1,1,4,1
399,34,111,14,7,9,5,1
465,15,66,21,33,3,1,1
322,35,39,6,13,9,2,1
472,27,121,23,26,3,4,1
456,23,86,4,74,2,3,1
500,17,117,5,44,4,1,1
231,36,24,7,29,6,3,1
408,6,76,25,43,9,4,1
295,20,48,5,12,6,1,1
291,12,74,18,45,4,4,1
56,36,13,3,77,1,2,1
249,35,25,7,63,2,4,1
468,9,69,2,37,8,3,1
19,27,32,15,1,9,0,1
331,9,74,16,18,9,2,0
258,26,99,26,68,4,2,1
119,3,79,29,91,10,2,1
303,34,63,23,88,1,3,1
330,19,36,11,15,8,0,1
422,8,30,27,52,9,0,1
154,8,93,7,52,10,1,1
273,21,76,10,4,3,2,1
410,15,107,19,40,7,2,1
62,19,90,13,82,8,3,1
113,22,36,25,3,1,1,1
83,24,129,5,85,6,4,1
364,12,13,23,42,8,0,1
445,34,49,22,39,7,3,1
143,18,136,8,6,7,1,1
230,31,3,23,9,10,3,1
117,13,129,16,68,8,4,1
207,1,149,25,86,4,4,1
500,11,62,13,77,10,1,1
438,36,26,8,90,2,1,1
397,20,98,10,11,5,3,1
119,27,117,10,29,3,4,1
316,38,137,6,88,8,3,1
344,2,90,17,23,6,5,1
113,34,148,27,24,3,0,1
280,17,104,26,93,9,4,1
203,37,59,1,32,4,1,1
437,22,25,12,100,10,0,1
129,23,39,26,42,1,4,1
40,13,83,15,88,3,0,1
175,5,111,22,49,10,3,1
441,22,74,22,58,6,2,1
316,19,117,26,7,7,4,1
126,14,17,27,23,7,3,1
19,17,115,1,94,2,1,1
375,21,38,30,32,9,1,1
279,29,14,19,52,2,5,1
180,15,37,4,14,1,3,1
287,3,61,22,5,7,4,1
135,28,75,20,25,8,3,1
314,13,92,14,53,10,3,1
103,13,7,13,48,2,5,1
135,25,90,23,87,6,3,1
108,6,85,3,19,6,0,1
304,31,145,16,65,6,1,1
394,32,139,3,77,4,0,1
495,37,89,6,46,2,1,1
86,12,114,1,82,3,3,1
136,15,117,3,89,2,4,1
410,26,33,14,46,4,0,1
121,22,139,5,92,10,5,1
479,27,18,24,48,7,5,1
141,40,95,9,21,10,5,1
327,32,66,11,91,3,0,1
72,22,110,24,24,10,1,1
78,35,68,18,76,2,0,1
164,38,95,1,76,3,5,1
321,4,73,24,13,3,4,1
241,30,30,5,92,5,3,1
131,20,150,24,21,10,3,1
285,3,68,6,45,3,0,1
130,32,20,8,35,6,1,1
396,29,49,29,36,1,2,1
329,10,124,3,76,1,4,1
304,39,143,21,31,7,4,1
58,13,99,28,4,1,1,1
167,18,88,28,31,8,5,1
142,27,34,14,51,6,2,1
140,22,139,10,7,5,1,1
48,12,10,18,16,8,3,1
79,26,23,6,67,9,2,1
416,7,82,17,60,7,1,1
412,2,109,28,75,8,2,1
115,38,77,3,39,5,1,1
425,30,100,29,48,2,1,1
490,7,30,18,22,8,1,1
405,27,67,11,61,7,1,1
239,36,65,29,74,7,1,1
263,7,85,12,9,5,1,1
67,3,136,14,18,9,0,1
411,33,124,28,20,6,3,1
151,28,82,5,50,7,5,1
181,1,131,15,95,6,5,1
275,35,142,17,56,10,3,1
274,12,94,5,88,9,3,1
278,15,109,11,22,3,4,1
286,37,76,2,53,2,1,1
182,1,57,27,61,9,2,1
318,12,91,16,10,10,4,1
352,7,37,5,44,9,5,1
21,33,34,1,58,3,5,1
117,14,46,26,91,9,1,1
254,38,5,19,16,6,3,1
426,4,108,10,93,5,4,1
124,25,75,24,2,1,0,1
252,38,67,19,78,4,2,1
11,19,106,30,76,7,1,1
432,33,49,15,48,2,3,1
377,34,83,12,97,3,1,1
413,6,88,7,10,7,4,1
244,10,121,27,23,3,3,1
381,1,127,1,60,1,3,1
67,19,19,4,17,2,2,0
365,27,15,26,10,6,1,1
312,11,103,27,92,6,3,1
381,24,132,19,71,4,4,1
338,38,142,9,11,1,0,1
145,9,28,10,32,4,1,1
69,23,87,30,43,4,4,1
370,31,39,30,73,6,4,1
225,14,143,5,13,8,0,1
63,25,46,6,9,2,3,1
447,21,123,26,73,3,2,1
282,39,130,23,49,10,4,1
490,39,29,26,90,1,2,1
225,22,64,22,68,5,2,1
434,7,38,23,84,1,4,1
42,38,25,4,45,2,4,1
422,32,37,21,88,5,0,1
118,21,73,4,57,4,0,0
105,26,46,5,73,8,2,1
114,12,42,12,48,2,5,1
363,6,58,1,21,9,2,1
64,31,23,4,80,3,1,1
498,20,32,16,20,8,0,1
212,29,121,4,18,2,5,1
390,23,37,10,84,8,0,1
341,12,82,14,26,3,5,1
77,33,113,25,38,2,5,1
360,6,94,19,71,2,1,1
482,38,103,24,23,9,4,1
460,27,85,24,26,2,5,1
448,10,67,8,38,2,5,1
263,14,47,27,40,5,1,1
495,34,135,19,14,5,1,1
279,10,48,29,10,4,1,1
336,14,22,23,98,1,1,1
479,4,2,26,35,1,5,1
370,18,131,19,37,10,3,1
74,27,34,4,79,9,5,1
223,9,81,5,31,10,5,1
65,35,10,6,43,6,3,1
376,2,50,5,17,8,0,1
35,30,101,2,14,6,4,0
173,12,88,8,1,4,1,1
397,4,136,9,18,4,3,1
387,38,64,8,25,8,3,1
241,18,61,19,65,1,2,0
297,18,74,16,54,8,5,1
346,36,121,22,60,7,4,1
272,19,73,12,60,7,5,1
218,21,111,13,64,1,0,1
193,35,134,2,19,8,1,1
30,19,53,14,76,7,5,1
290,28,61,28,24,7,5,1
181,30,5,18,75,8,1,1
386,8,139,30,67,8,1,1
138,30,90,2,59,6,0,1
90,1,3,10,50,5,2,1
414,33,63,1,18,6,0,1
467,38,107,3,76,7,0,1
493,34,64,14,52,2,2,1
14,5,26,2,51,7,0,1
41,25,34,12,80,8,4,1
339,23,58,26,22,4,0,1
104,25,11,23,7,5,3,1
382,37,110,2,29,8,2,1
59,17,15,22,57,10,2,1
190,1,140,6,57,10,1,1
48,29,128,15,78,9,3,1
351,26,77,5,42,9,2,1
256,17,68,16,18,6,0,1
265,16,10,5,30,4,5,1
315,22,97,15,93,1,5,0
413,16,116,30,6,9,3,1
162,6,25,14,3,7,0,1
98,17,17,2,62,10,5,1
186,21,123,14,87,5,0,1
364,36,139,29,56,4,4,1
242,16,61,3,39,9,1,1
344,2,73,27,17,6,2,1
289,20,57,10,20,10,5,1
274,4,8,15,27,6,2,1
473,40,69,12,2,1,4,1
236,12,55,2,48,2,2,1
475,25,28,6,1,8,0,1
43,17,31,27,27,5,4,1
100,19,12,30,51,9,2,1
416,11,48,14,32,7,4,1
220,29,138,6,26,8,4,1
96,25,76,24,56,7,3,1
278,38,70,7,41,3,5,1
80,9,100,16,49,2,0,1
485,25,136,23,35,3,3,1
228,21,95,24,9,3,1,1
403,29,12,9,92,9,0,0
152,16,101,26,71,3,3,1
13,39,79,5,76,1,2,1
259,1,98,26,27,4,3,1
424,11,78,3,71,7,3,1
151,13,77,10,17,10,2,1
296,5,53,20,61,8,0,1
265,30,119,5,51,2,4,1
242,22,132,14,8,1,0,1
131,12,75,23,38,4,0,1
299,30,50,21,6,10,1,1
78,37,81,3,59,3,2,0
10,39,19,8,56,6,4,1
55,11,137,9,49,8,2,1
91,33,1,10,6,7,4,1
392,16,6,11,38,10,2,1
415,31,106,5,40,10,3,1
395,39,26,3,85,7,4,1
101,36,121,20,69,2,4,1
80,14,104,27,15,1,1,1
268,2,132,17,63,9,5,1
475,18,107,28,11,4,0,1
13,29,135,12,25,3,1,0
45,32,79,13,70,9,0,1
280,12,121,11,99,7,4,1
406,38,105,10,62,10,3,1
72,37,131,14,83,3,4,1
197,34,126,15,34,2,4,1
210,24,117,10,27,3,0,1
104,31,27,18,44,7,0,1
399,25,20,5,73,8,4,1
